INFO 2022-07-03 12:18:33,153 test
INFO 2022-07-05 18:11:08,539 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-05 18:11:08,539 name 'm2' is not defined
INFO 2022-07-05 18:11:42,216 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:11:42,216 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:11:42,216 [234, dict_keys(['key1', 234])]
INFO 2022-07-05 18:12:22,366 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:12:22,366 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:12:22,366 [234, [dict_keys(['key1', 234])]]
INFO 2022-07-05 18:12:33,459 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:12:33,459 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-05 18:12:33,459 list index out of range
INFO 2022-07-05 18:12:58,970 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:12:58,970 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:12:58,970 [234, 234]
INFO 2022-07-05 18:13:34,843 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:13:34,843 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:13:34,843 [234, ['key1', 234]]
INFO 2022-07-05 18:13:57,611 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:13:57,611 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:13:57,611 [234, 234]
INFO 2022-07-05 18:15:40,184 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:15:40,184 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:15:40,184 [23, 456, 67, 8, 78, 78]
INFO 2022-07-05 18:15:53,333 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:15:53,333 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:15:53,333 456
INFO 2022-07-05 18:17:12,637 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:17:12,637 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:17:12,637 456
INFO 2022-07-05 18:17:32,926 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:17:32,926 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:17:32,926 [[23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9]]
INFO 2022-07-05 18:18:57,144 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:18:57,144 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:18:57,144 [[23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9]]
INFO 2022-07-05 18:19:15,913 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:19:15,913 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:19:15,913 {'key1': 'sudh', 234: [23, 45, 656]}
INFO 2022-07-05 18:19:43,398 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:19:43,398 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:19:43,398 dict_keys(['key1', 234])
INFO 2022-07-05 18:19:57,853 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:19:57,854 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:19:57,854 dict_values(['sudh', [23, 45, 656]])
INFO 2022-07-05 18:20:32,861 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:20:32,861 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:20:32,861 sudh
INFO 2022-07-05 18:23:42,358 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:23:42,358 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:23:42,358 ['key1', 234]
INFO 2022-07-05 18:25:10,527 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-05 18:25:10,527 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-05 18:25:10,527 ['sudh', [23, 45, 656]]
INFO 2022-07-06 17:28:11,550 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:28:11,550 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:28:11,550 ['sudh', [23, 45, 656]]
INFO 2022-07-06 17:28:55,518 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:28:55,518 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:28:55,518 ['sudh', [23, 45, 656]]
INFO 2022-07-06 17:30:04,170 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:30:04,170 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:30:04,170 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:30:04,170 [{'key1': 'sudh', 234: [23, 45, 656]}, (234, 6657, 6), [345, 56, 87, 8, 98, 9], [23, 456, 67, 8, 78, 78], 7, 6, 5, 4, 3]
INFO 2022-07-06 17:30:13,298 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:30:13,298 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:30:13,298 ok
INFO 2022-07-06 17:30:49,064 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:30:49,064 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:30:49,064 ok
INFO 2022-07-06 17:30:56,874 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:30:56,874 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:30:56,874 ok
INFO 2022-07-06 17:31:56,986 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:31:56,986 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:31:56,986 ok
INFO 2022-07-06 17:32:08,508 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:32:08,508 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:32:08,508 ok
INFO 2022-07-06 17:33:00,147 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:33:00,147 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:33:00,147 ok
INFO 2022-07-06 17:33:09,094 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:33:09,094 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:33:09,094 ok
INFO 2022-07-06 17:33:14,366 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:33:14,366 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:33:14,366 ok
INFO 2022-07-06 17:34:12,233 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:34:12,233 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:34:12,233 ok
INFO 2022-07-06 17:34:48,010 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:34:48,010 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:34:48,010 ok
INFO 2022-07-06 17:35:08,929 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:35:08,929 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:35:08,929 ok
INFO 2022-07-06 17:35:48,392 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:35:48,392 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:35:48,392 ok
INFO 2022-07-06 17:36:17,483 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:36:17,483 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:36:17,483 ok
INFO 2022-07-06 17:36:43,575 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:36:43,575 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:36:43,575 ok
INFO 2022-07-06 17:37:05,962 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:37:05,962 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:37:05,962 ok
INFO 2022-07-06 17:37:20,811 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:37:20,811 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:37:20,811 ok
INFO 2022-07-06 17:44:16,152 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:44:16,152 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:44:16,152 ok
INFO 2022-07-06 17:44:25,582 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 17:44:25,582 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 17:44:25,582 ok
INFO 2022-07-06 18:01:38,144 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:01:38,145 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:01:38,145 ok
INFO 2022-07-06 18:01:47,237 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:01:47,237 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:01:47,237 ok
INFO 2022-07-06 18:07:19,185 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:07:19,185 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:07:19,185 ok
INFO 2022-07-06 18:07:50,683 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:07:50,683 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:07:50,683 ok
INFO 2022-07-06 18:08:09,279 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:08:09,279 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:08:09,279 ok
INFO 2022-07-06 18:08:16,033 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:08:16,033 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:08:16,033 ok
INFO 2022-07-06 18:09:57,369 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:09:57,369 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:09:57,369 ok
INFO 2022-07-06 18:12:57,281 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 18:12:57,281 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 18:12:57,281 ok
INFO 2022-07-06 20:00:04,500 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 20:00:04,500 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 20:00:04,500 ok
INFO 2022-07-06 20:00:24,650 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 20:00:24,650 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 20:00:24,650 ok
INFO 2022-07-06 20:00:45,435 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-06 20:00:45,435 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-06 20:00:45,435 ok
INFO 2022-07-07 14:33:13,968 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:33:13,968 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:33:13,968 ok
INFO 2022-07-07 14:34:10,574 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:34:10,574 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:34:10,574 ok
INFO 2022-07-07 14:34:21,753 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:34:21,753 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:34:21,753 ok
INFO 2022-07-07 14:34:30,262 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:34:30,262 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:34:30,262 ok
INFO 2022-07-07 14:35:14,443 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:35:14,443 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:35:14,443 ok
INFO 2022-07-07 14:35:34,067 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:35:34,067 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 14:35:34,067 'int' object is not iterable
INFO 2022-07-07 14:36:01,265 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:36:01,265 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:36:01,265 ok
INFO 2022-07-07 14:36:15,661 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:36:15,661 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:36:15,661 ok
INFO 2022-07-07 14:36:32,779 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:36:32,779 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:36:32,779 ok
INFO 2022-07-07 14:36:42,688 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:36:42,688 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:36:42,688 ok
INFO 2022-07-07 14:37:28,928 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:37:28,928 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:37:28,928 ok
INFO 2022-07-07 14:38:00,854 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:38:00,854 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 14:38:00,854 2
ERROR 2022-07-07 14:38:00,854 3
ERROR 2022-07-07 14:38:00,854 4
ERROR 2022-07-07 14:38:00,854 5
ERROR 2022-07-07 14:38:00,854 6
ERROR 2022-07-07 14:38:00,854 3
ERROR 2022-07-07 14:38:00,854 4
ERROR 2022-07-07 14:38:00,854 5
ERROR 2022-07-07 14:38:00,854 6
ERROR 2022-07-07 14:38:00,854 7
INFO 2022-07-07 14:38:00,854 ok
INFO 2022-07-07 14:38:57,717 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:38:57,717 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:38:57,717 ok
INFO 2022-07-07 14:41:41,043 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:41:41,043 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:41:41,043 ok
INFO 2022-07-07 14:42:52,321 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:42:52,321 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:42:52,321 ok
INFO 2022-07-07 14:43:03,355 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:43:03,355 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:43:03,355 ok
INFO 2022-07-07 14:43:37,950 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:43:37,950 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 14:43:37,950 'dict_items' object is not subscriptable
INFO 2022-07-07 14:43:44,329 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:43:44,329 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:43:44,329 ok
INFO 2022-07-07 14:43:58,455 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:43:58,455 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:43:58,455 ok
INFO 2022-07-07 14:44:07,581 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:44:07,581 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:44:07,581 ok
INFO 2022-07-07 14:44:16,124 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:44:16,124 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:44:16,124 ok
INFO 2022-07-07 14:44:51,819 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:44:51,819 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:44:51,819 ok
INFO 2022-07-07 14:44:57,600 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:44:57,600 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:44:57,600 ok
INFO 2022-07-07 14:46:09,804 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:46:09,804 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:46:09,804 ok
INFO 2022-07-07 14:46:55,733 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:46:55,733 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:46:55,733 ok
INFO 2022-07-07 14:48:17,276 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:48:17,276 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:48:17,276 ok
INFO 2022-07-07 14:48:34,540 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:48:34,540 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:48:34,540 ok
INFO 2022-07-07 14:48:46,347 sample data::this is My First Python programming class and i am learNING python string and its function
